KartenID,Kartentyp,Layout,Title,content1,content2,content3,Wahrheitswert,Resourcen,print,Anzahl,Formeln,Hintergrundfarbe,ProblemID,Aufgabennummer,Quelle,pic_dict
274183,Problemkarte,L-TopImg,Biegelinie Einfeldträger,Bestimme $w(x)$ und die Durchbiegung $w(L/2)$ eines Einfeldträgers der Länge $L$ mit Einzellast $F$ in Feldmitte.,"Gegeben: $F$, $L$, $A_y$, $B_y$, $M_A$","Gesucht: $w(x)$, $w(L/2)$",Wahr,{},1,1,,"230,123,70",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""image"", ""path"": ""Inseln/Biegelinie/Aufgabe_2/biegeline2.png""}"
509374,Variabelkarte,L-TopImg,Auflagerkräfte Einfeldträger,,Gleichmäßige Lastaufteilung durch Symmetrie,,Wahr,"{""baustoffe"": 5}",1,1,Ay = By = F/2,"215,113,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""A_y = B_y = \\frac{F}{2}""}"
836240,Variabelkarte,L-TopImg,Auflagerkräfte Einfeldträger,,Kraft verteilt sich,,Falsch,"{""baustoffe"": 5}",1,1,Az = Bz = F,"215,113,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""A_y = B_y = F""}"
463018,Variabelkarte,L-TopImg,Biegemoment Einfeldträger,,Momentenverlauf im Einfeldträger,,Wahr,"{""baustoffe"": 5}",1,1,M(x) = MA + Ay·x,"215,113,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""M(x) = M_A + A_y\\,x""}"
312741,Variabelkarte,L-TopImg,Biegemoment Einfeldträger,,Momentenverlauf im Einfeldträger,,Falsch,"{""baustoffe"": 5}",1,1,M(x) = MA·x + By,"215,113,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""M(x) = M_A\\,x + B_y""}"
584930,Variabelkarte,L-TopImg,Biegemoment Einfeldträger,,Momentenverlauf im Einfeldträger,,Falsch,"{""baustoffe"": 5}",1,1,M(x) = MA·x + Ay,"215,113,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""M(x) = M_A\\,x + A_y""}"
726358,Variabelkarte,L-TopImg,Biegemoment Einfeldträger,,Momentenverlauf im Einfeldträger,,Falsch,"{""baustoffe"": 5}",0,1,M(x) = MA · Ay,"215,113,65",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""M(x) = M_A \\cdot A_y""}"
841203,Formelkarte,L-TopImg,Biegelinien-DGL Einfeldträger,Grundgleichung der Biegelinie nach Euler-Bernoulli,Zweifache Integration liefert $w(x)$,,Wahr,"{""baustoffe"": 5}",1,1,EIw''(x) = -M(x),"200,105,60",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w''(x) = -M(x)""}"
374916,Formelkarte,L-TopImg,Biegelinien-DGL Einfeldträger,Grundgleichung der Biegelinie nach Euler-Bernoulli,Zweifache Integration liefert $w(x)$,,Falsch,"{""baustoffe"": 5}",1,1,EIw'''(x) = -M(x),"200,105,60",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w'''(x) = -M(x)""}"
629485,Formelkarte,L-TopImg,Biegelinien-DGL Einfeldträger,Grundgleichung der Biegelinie nach Euler-Bernoulli,Zweifache Integration liefert $w(x)$,,Falsch,"{""baustoffe"": 5}",1,1,EIw''(x) = M(x),"200,105,60",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w''(x) = M(x)""}"
957031,Formelkarte,L-TopImg,Biegelinien-DGL Einfeldträger,Grundgleichung der Biegelinie nach Euler-Bernoulli,Zweifache Integration liefert $w(x)$,,Falsch,"{""baustoffe"": 5}",0,1,EIw''''(x) = M(x),"200,105,60",Biegelinie_2,1.2,Wissenschaftskommunikation_260610_163656.pdf,"{""type"": ""formula"", ""latex"": ""EI\\,w''''(x) = M(x)""}"
