KartenID,Kartentyp,Layout,Title,content1,content2,content3,Wahrheitswert,Resourcen,print,Anzahl,Formeln,Hintergrundfarbe,ProblemID,Aufgabennummer,Quelle,pic_dict
677453,Problemkarte,L-TopImg,Kräfte – Resultierende am Punkt P,Bestimme Betrag und Richtung der Resultierenden $F$ aus den drei Kräften am Punkt P.,"Gegeben: $F_A = 350\,\text{N}$; $F_W = 180\,\text{N}$; $F_S = 120\,\text{N}$; $\alpha = 35°$; $\beta = 55°$",Gesucht: $|F_{\text{res}}|$ und Richtungswinkel,Wahr,{},1,1,,"70,123,230",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""image"", ""path"": ""Inseln/Kräfte/Aufgabe_2/Problem.png""}"
811927,Variabelkarte,L-TopImg,Freischnitt und Koordinatensystem,Kräfte am Punkt P: $F_A$ horizontal nach rechts; $F_W$ nach rechts-unten unter $\alpha$; $F_S$ nach links-oben unter $\beta$,Koordinatensystem: $x$ nach rechts; $y$ nach oben,,Wahr,"{""baustoffe"": 1}",1,1,,"65,118,225",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""image"", ""path"": ""Inseln/Kräfte/Aufgabe_2/freischnitt_richtig.png""}"
127177,Variabelkarte,L-TopImg,Freischnitt und Koordinatensystem,Kräfte am Punkt P: $F_A$ horizontal nach rechts; $F_W$ nach rechts-unten unter $\beta$; $F_S$ nach links-unten unter $\alpha$,Koordinatensystem: $x$ nach rechts; $y$ nach oben,,Falsch,"{""baustoffe"": 1}",1,1,,"65,118,225",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""image"", ""path"": ""Inseln/Kräfte/Aufgabe_2/freischnitt_falsch.png""}"
324997,Variabelkarte,L-TopImg,Freischnitt und Koordinatensystem,Kräfte am Punkt P: $F_A$ horizontal nach rechts; $F_W$ nach rechts-unten unter $\alpha$; $F_S$ nach links-unten unter $\beta$,Koordinatensystem: $x$ nach rechts; $y$ nach oben,,Falsch,"{""baustoffe"": 1}",1,1,,"65,118,225",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""image"", ""path"": ""Inseln/Kräfte/Aufgabe_2/freischnitt_falsch_2.png""}"
514393,Variabelkarte,L-TopImg,Freischnitt und Koordinatensystem,Kräfte am Punkt P: $F_A$ horizontal nach rechts; $F_W$ nach rechts-oben unter $\alpha$; $F_S$ nach rechts-unten unter $\beta$,Koordinatensystem: $x$ nach rechts; $y$ nach oben,,Falsch,"{""baustoffe"": 1}",0,1,,"65,118,225",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""image"", ""path"": ""Inseln/Kräfte/Aufgabe_2/freischnitt_falsch_3.png""}"
784669,Rechenschrittkarte,L-TopImg,x-Komponenten summieren,Gleichgewicht in $x$-Richtung,,,Wahr,"{""baustoffe"": 2}",1,1,$F_x = F_A + F_W\cos\alpha - F_S\cos\beta$,"60,113,220",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""formula"", ""latex"": ""F_x = F_A + F_W\\cos\\alpha - F_S\\cos\\beta""}"
861429,Rechenschrittkarte,L-TopImg,x-Komponenten summieren,Gleichgewicht in $x$-Richtung,,,Falsch,"{""baustoffe"": 2}",1,1,$F_x = F_A + F_W - F_S\cos\beta$,"60,113,220",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""formula"", ""latex"": ""F_x = F_A + F_W - F_S\\cos\\beta""}"
416507,Rechenschrittkarte,L-TopImg,x-Komponenten summieren,Gleichgewicht in $x$-Richtung,,,Falsch,"{""baustoffe"": 2}",1,1,$F_x = F_A + F_W\cos\alpha - F_S$,"60,113,220",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""formula"", ""latex"": ""F_x = F_A + F_W\\cos\\alpha - F_S""}"
307750,Rechenschrittkarte,L-TopImg,y-Komponenten summieren,Gleichgewicht in $y$-Richtung,,,Wahr,"{""baustoffe"": 2}",1,1,$F_y = -F_W\sin\alpha + F_S\sin\beta$,"60,113,220",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""formula"", ""latex"": ""F_y = -F_W\\sin\\alpha + F_S\\sin\\beta""}"
623755,Rechenschrittkarte,L-TopImg,y-Komponenten summieren,Gleichgewicht in $y$-Richtung,,,Falsch,"{""baustoffe"": 2}",1,1,$F_y = -F_W\sin\alpha + F_S\cos\beta$,"60,113,220",Kraefte_2,Kraefte_2,Wissenschaftskommunikation 2.pdf,"{""type"": ""formula"", ""latex"": ""F_y = -F_W\\sin\\alpha + F_S\\cos\\beta""}"
